workerId,age,gender,degree,screenSize,familiar,comment,code,endTime
A1BLNCSZ7GAL4T,40-49,Female,Bachelors,15,1,It is very interesting and good task.,9WfVobYN,2021/8/16 0:57
A1Y2SRL7EB0UW9,25-39,Male,Bachelors,unsure,6,interesting to complete the survey...,l93Virk0,2021/8/16 14:39
A20724XGZ5DCS6,18-25,Female,Masters,21,7,GOOD TO WORK,JD41NMKd,2021/8/16 18:08
A288NRHQNCYYX9,60+,Male,Masters,17,7,This clusters game is very fun and interesting. ,Y2Z9VBf3,2021/8/15 21:17
A289D98Z4GAZ28,50-59,Male,Other,23 or larger,3,,5nz70B32,2021/8/16 1:54
A2F1AA15HG0FRU,40-49,Male,High School,23 or larger,2,,638V95q0,2021/8/16 3:29
A2FDLK891NYWLV,25-39,Female,Bachelors,13,7,good task,0VT3pci2,2021/8/15 18:08
A2FGP5K2VWW23G,50-59,Female,Masters,13,5,,4S38975i,2021/8/15 18:31
A2MOKIEQZ0OF2M,50-59,Male,Bachelors,15,5,Thanks for the survey,Apgfwzd9,2021/8/15 21:04
A2RZCNEREKT3DZ,40-49,Female,Bachelors,15,7,It is interesting,dNcw2GL9,2021/8/16 22:45
A2WWYVKGZZXBOB,25-39,Male,Bachelors,unsure,1,,T8au0dcV,2021/8/15 20:32
A34U4186EW0B9X,40-49,Male,Unspecified,23 or larger,3,,4Oc36189,2021/8/15 17:54
A39H1QLEQUY56L,25-39,Male,Bachelors,19,6,GOOD,940Q637j,2021/8/16 22:43
A3AUIYZ27TBTP9,18-25,Male,High School,11,2,this was fun!,15J34a82,2021/8/16 15:16
A3EUH97BRHRSI6,40-49,Male,Bachelors,unsure,5,,mol3DG02,2021/8/16 23:02
A3HQA6OP0FX6K3,40-49,Male,Bachelors,unsure,7,Interesting,41fLbn3q,2021/8/15 21:10
A3VX8A8SZTQUQJ,25-39,Female,Masters,15,7,NONE,042561uF,2021/8/16 21:08
AISOY7VBQC8FS,25-39,Male,Masters,19,6,good,lsj4E0m2,2021/8/16 15:27
A1LL63N32LV7K2,25-39,Female,Bachelors,13,4,,4Oc36189,2021/8/15 17:52
A1XGI3R8R3BAVQ,40-49,Female,Masters,21,6,very interesting,940Q637j,2021/8/16 18:46
A20GYHACI7W7LY,25-39,Male,Bachelors,15,6,It was interesting. ,67k40W91,2021/8/15 22:16
A25DDYVEO4GFDQ,25-39,Male,Bachelors,15,6,,0518o6I7,2021/8/16 2:29
A2DX92A38GBMSY,40-49,Male,Bachelors,21,5,none,4S38975i,2021/8/15 18:38
A2EADI8XF4T0RP,25-39,Male,Bachelors,21,6,good job,5S93648j,2021/8/15 18:08
A2FOOVSLFQWZX0,25-39,Female,Bachelors,13,7,nice,9WfVobYN,2021/8/15 22:29
A2R7C5AFF8YRBD,25-39,Male,Bachelors,15,6,Really cool task!,zMW087X4,2021/8/15 17:49
A37EUJ2M9I0VLE,40-49,Male,Bachelors,15,6,It was so interesting. ,514EHI0y,2021/8/15 21:54
A3B5SP3Z7JQXJW,40-49,Female,Masters,21,6,very interesting,dNcw2GL9,2021/8/16 19:15
A3ENCMZ40AODOX,25-39,Female,Masters,unsure,7,interesting,T8au0dcV,2021/8/15 19:04
A3MPH1VH48QA0A,25-39,Male,Masters,17,7,good,l93Virk0,2021/8/16 5:50
A3T197A103S6J6,25-39,Female,Bachelors,21,7,,0VT3pci2,2021/8/15 18:18
A3W336LLA978WG,40-49,Male,Masters,11,7,This is good.,042561uF,2021/8/16 15:38
ALJ70B2J04YR7,50-59,Female,Masters,15,6,Thanks for something different!,Apgfwzd9,2021/8/15 20:38
AQEH7DY2CZT0O,25-39,Female,Bachelors,13,7,good,5nz70B32,2021/8/15 23:57
AU8VY8VTGVZ48,18-25,Female,Masters,23 or larger,7,very interesting,JD41NMKd,2021/8/16 15:31
A1BZWNYN6GHJ76,40-49,Male,Masters,15,7,Excellent,24s8Tmez,2021/8/17 5:19
A21IEWNHW4O4DJ,25-39,Male,Masters,21,6,Interesting task.,dNcw2GL9,2021/8/16 21:30
A25JIII1SB9NEX,25-39,Male,Masters,15,6,GOOD,67k40W91,2021/8/16 0:00
A2B7E98DMHEZIC,40-49,Female,Bachelors,15,4,Nothing ,Y2Z9VBf3,2021/8/15 22:02
A2DLYG9YAVDXNR,25-39,Male,Bachelors,15,7,Good and interesting survey,l93Virk0,2021/8/16 15:25
A2JY7CBNSSJ3P,25-39,Male,Bachelors,17,7,This clusters game is very fun and interesting.,41fLbn3q,2021/8/15 21:44
A2Q0TXGEYNN9J0,25-39,Male,Bachelors,23 or larger,5,Nothing,9WfVobYN,2021/8/16 1:36
A2S1CTTMLZIMVV,25-39,Male,Masters,15,6,GOOD,4S38975i,2021/8/15 20:30
A2VC1M2Y8068M8,25-39,Female,Bachelors,15,7,interesting task,JD41NMKd,2021/8/16 15:43
A2WHM23M5NAM4W,25-39,Female,Bachelors,11,6,nothing,408762lU,2021/8/15 22:05
A305DUZRELKEL9,60+,Male,Bachelors,15,7,Good study and very interesting.,0518o6I7,2021/8/16 3:19
A38C4RKZTI9WNM,40-49,Female,Bachelors,21,5,none,5S93648j,2021/8/15 18:49
A3OEF47B1D6NNO,25-39,Male,Bachelors,13,6,interesting task,lsj4E0m2,2021/8/16 15:36
A3UL6OV2YMO6NK,25-39,Male,Masters,19,6,good,940Q637j,2021/8/16 18:18
A3VC2ZAJP08NYJ,25-39,Male,Bachelors,13,6,Good Experience learn lot of knowledge in this study,042561uF,2021/8/16 17:43
A55TVOL4JWIAY,25-39,Female,Bachelors,unsure,4,,mol3DG02,2021/8/16 21:32
A9EVS7Z4M8I2G,25-39,Female,Bachelors,unsure,6,,15J34a82,2021/8/16 15:26
AOD3O9GXSBRGA,25-39,Male,Bachelors,13,5,interesting,IX5wD380,2021/8/15 20:55
ATXQZ0VTNLOG9,18-25,Female,Bachelors,17,4,good and great,v5987U36,2021/8/16 22:21
A10JXOU89D5RXR,60+,Female,Bachelors,15,5,,zMW087X4,2021/8/15 17:46
A10RD7IWL3S1CS,40-49,Female,Bachelors,17,7,VERY INTERESTING,0518o6I7,2021/8/16 2:53
A16K7X677N4WN6,25-39,Male,PhD,17,5,This was a difficult but fun task.,41fLbn3q,2021/8/15 20:44
A16XDO6MW9ZKMI,25-39,Male,Bachelors,15,6,All godo! Thanks!,514EHI0y,2021/8/15 21:48
A1MF8IRLW6YRF7,50-59,Male,Bachelors,unsure,1,None,15J34a82,2021/8/16 15:18
A1NWF3QZPGU3Z5,25-39,Male,Masters,21,7,very interesting study.,5nz70B32,2021/8/16 2:23
A1SISJL5ST2PWH,25-39,Male,Bachelors,21,4,,l93Virk0,2021/8/16 12:49
A2CSCR6REKBS8R,60+,Male,High School,unsure,1,,9WfVobYN,2021/8/15 23:13
A2F78ZTBUDUS1G,40-49,Female,Bachelors,15,6,Interesting task,4Oc36189,2021/8/15 18:06
A2PZAY5DMMRUO0,25-39,Male,Masters,11,6,feel free,Apgfwzd9,2021/8/15 20:42
A32N01XOZXBSZV,25-39,Female,Masters,19,7,This survey is interest to do. Thank you.,408762lU,2021/8/15 20:59
A3UA9X9WYDDAY3,25-39,Male,Masters,19,6,GOOD,940Q637j,2021/8/16 17:19
A5SW7LKS5X50A,25-39,Male,Bachelors,unsure,6,,lsj4E0m2,2021/8/16 15:45
A8JFRH701TF2Z,18-25,Female,Bachelors,15,7,NO,0VT3pci2,2021/8/15 18:10
AF5X0GS83NA5P,25-39,Male,Bachelors,23 or larger,7,,67k40W91,2021/8/15 22:43
AIHUIAQ4922K3,25-39,Male,Bachelors,15,4,,5S93648j,2021/8/15 18:07
AR4ZBMAHF0ZE,50-59,Female,Bachelors,13,6,GOOD,042561uF,2021/8/16 16:39
AYZEM0JFL4BJI,25-39,Male,Masters,15,6,good,Y2Z9VBf3,2021/8/15 20:53
